2026-06-03 13:19:00  =========================================
2026-06-03 13:19:00    CLEANUP SCRIPT
2026-06-03 13:19:00    DRY_RUN: True
2026-06-03 13:19:00    Log file: school_cleanup_log_20260603_131900.log
2026-06-03 13:19:00  =========================================

2026-06-03 13:19:00  [*] Loaded 184 valid school codes from 'schools_to_retain.csv'.
2026-06-03 13:19:00  [*] Connecting to the database...
2026-06-03 13:19:00  [*] Identifying records to delete...
2026-06-03 13:19:00  
[!] Found 7723 total records to delete across 461 unmatched school codes.

2026-06-03 13:19:00  --- DATA TO BE DELETED ---
2026-06-03 13:19:00  School Name                                        | School Code     | Records
2026-06-03 13:19:00  GOVT [BC] COLLEGE BOYS HOSTEL - NAGARI             | 1107-2503-007   | 10     
2026-06-03 13:19:00  GOVT [SW] GIRLS HOSTEL - PALAMANER [SPL]           | 1109-2402-002   | 8      
2026-06-03 13:19:00  GOVT [SW] BOYS HOSTEL NO.1 - PALAMANER [SPL]       | 1109-2402-003   | 10     
2026-06-03 13:19:00  GOVT [SW] BOYS HOSTEL - BAIREDDIPALLE              | 1109-2402-006   | 10     
2026-06-03 13:19:00  GOVT [SW] BOYS HOSTEL - KOLAMASANAPALLE            | 1109-2402-007   | 61     
2026-06-03 13:19:00  GOVT [BC] COLLEGE GIRLS HOSTEL -  PALAMANER        | 1109-2503-004   | 20     
2026-06-03 13:19:00  GOVT [BC] COLLEGE BOYS HOSTEL - PALAMANER          | 1109-2503-005   | 10     
2026-06-03 13:19:00  GOVT [SW] BOYS HOSTEL - GYARAMPALLE                | 1110-2402-003   | 10     
2026-06-03 13:19:00  GOVT [SW] BOYS HOSTEL - K.V.PALLE                  | 1110-2402-010   | 20     
2026-06-03 13:19:00  GOVT [BC] BOYS HOSTEL -  ROMPICHERLA               | 1110-2503-002   | 19     
2026-06-03 13:19:00  GOVT [SW] BOYS HOSTEL - CHOWDEPALLE [SPL]          | 1111-2402-006   | 10     
2026-06-03 13:19:00  GOVT [SW] BOYS HOSTEL - PUNGANUR [SPL]             | 1111-2402-010   | 29     
2026-06-03 13:19:00  GOVT [BC] BOYS HOSTEL -  PUNGANUR                  | 1111-2503-001   | 10     
2026-06-03 13:19:00  GOVT [SW] BOYS HOSTEL - PALAMANGALAM [SPL]         | 1112-2402-013   | 19     
2026-06-03 13:19:00  GOVT [SW] BOYS HOSTEL - DEVALAMPETA [SPL]          | 1112-2402-015   | 20     
2026-06-03 13:19:00  GOVT SW COLLEGE BOYS HOSTEL, K.NAGAR               | 1112-2402-021   | 20     
2026-06-03 13:19:00  GOVT [SW] BOYS HOSTEL - NAGALAPURAM                | 1113-2402-003   | 20     
2026-06-03 13:19:00  GOVT [SW] BOYS HOSTEL - SANTHAVELLORE              | 1113-2402-007   | 20     
2026-06-03 13:19:00  GOVT [SW] BOYS HOSTEL - VARADAIAHPALEM [SPL]       | 1113-2402-008   | 10     
2026-06-03 13:19:00  GOVT [BC] BOYS HOSTEL -  SATHYAVEDU                | 1113-2503-001   | 10     
2026-06-03 13:19:00  GOVT [BC] GIRLS HOSTEL -  SATHYAVEDU               | 1113-2503-003   | 9      
2026-06-03 13:19:00  GOVT [SW] GIRLS HOSTEL NO.1 - SRIKALAHASTI [SPL]   | 1114-2402-002   | 7      
2026-06-03 13:19:00  GOVT [SW] GIRLS HOSTEL NO.2 - SRIKALAHASTI         | 1114-2402-003   | 10     
2026-06-03 13:19:00  GOVT [SW] BOYS HOSTEL - PALLAM                     | 1114-2402-008   | 10     
2026-06-03 13:19:00  GOVT [BC] COLLEGE GIRLS HOSTEL - SRIKALAHASTI      | 1114-2503-004   | 10     
2026-06-03 13:19:00  GOVT [SW] BOYS IWHC - TIRUPATI  [SPL]              | 1116-2402-009   | 19     
2026-06-03 13:19:00  GOVT SW COLLEGE HOSTEL FOR GIRLS NO. 1 TIRUPATHI   | 1116-2402-013   | 20     
2026-06-03 13:19:00  GTW PM HOSTEL(BOYS) TIRUPATHI                      | 1116-2403-004   | 10     
2026-06-03 13:19:00  GTW PM HOSTEL(GIRLS) TIRUPATHI                     | 1116-2403-005   | 10     
2026-06-03 13:19:00  GOVT [SW] BOYS HOSTEL - B.N.KANDRIGA [SPL]         | 1117-2402-006   | 10     
2026-06-03 13:19:00  GOVT [BC] BOYS HOSTEL -  B.N.KANDRIGA              | 1117-2503-001   | 10     
2026-06-03 13:19:00  GOVT [SW] BOYS HOSTEL - CHINTHAPARTHI [SPL]        | 1118-2402-005   | 30     
2026-06-03 13:19:00  Govt SW COLLEGE BOYS HOSTEL Kadapa                 | 1201-2402-025   | 10     
2026-06-03 13:19:00  GOVT SW COLLEGE GIRLS HOSTEL C K DINNE             | 1201-2402-027   | 9      
2026-06-03 13:19:00  GOVT SW COLLEGE BOYS HOSTEL ,C K DINNE             | 1201-2402-028   | 10     
2026-06-03 13:19:00  GOVT.S.W.BOYS HOSTEL NO.1, JAMMALAMADUGU           | 1204-2402-002   | 10     
2026-06-03 13:19:00  GOVT SW COLLEGE BOYS HOSTEL JAMMALAMADUGU          | 1204-2402-010   | 10     
2026-06-03 13:19:00  GOVT.S.W.BOYS HOSTEL NO.2, V.N.PALLI               | 1205-2402-009   | 11     
2026-06-03 13:19:00  GOVT.S.W.GIRLS HOSTEL NO.1, PRODDATUR              | 1208-2402-016   | 10     
2026-06-03 13:19:00  GOVT SW COLLEGE GIRLS HOSTEL PRODDATURU            | 1208-2402-019   | 10     
2026-06-03 13:19:00  GOVT.S.W.BOYS HOSTEL NO.3, PULIVENDULA             | 1209-2402-005   | 10     
2026-06-03 13:19:00  GOVT.S.W.BOYS HOSTEL NO.2, PULIVENDULA             | 1209-2402-009   | 10     
2026-06-03 13:19:00  GOVT. B.C. BOYS HOSTEL, NALLAPUREDDIPALLI          | 1209-2503-004   | 10     
2026-06-03 13:19:00  GOVT.INTEGRATED WELFARE BOYS HOSTEL COMPLEX, CHI   | 1210-2402-005   | 21     
2026-06-03 13:19:00  GOVT. B. C GIRLS (IWHC) RAJAMPETA                  | 1211-2503-010   | 10     
2026-06-03 13:19:00  GOVT.S.W.GIRLS HOSTEL NO.2, RAYACHOTY              | 1212-2402-012   | 10     
2026-06-03 13:19:00  GOVT.B.C.COLLEGE GIRLS HOSTEL,RAYACHOTY            | 1212-2503-007   | 10     
2026-06-03 13:19:00  GOVT. B.C. GIRLS HOSTEL, SARASWATHIPURAM           | 1213-2503-009   | 10     
2026-06-03 13:19:00  GOVT.S.W.GIRLS HOSTEL, B.MATTAM                    | 1214-2402-006   | 21     
2026-06-03 13:19:00  GOVT.S.W.BOYS HOSTEL, IWHC, B. MATTAM, MYDUKUR     | 1214-2402-018   | 50     
2026-06-03 13:19:00  GOVT B C COLLEGE GIRLS HOSTEL MYDUKUR              | 1214-2503-010   | 20     
2026-06-03 13:19:00  Govt.SW College Boys Hostel, Bobbili               | 2203-2402-009   | 10     
2026-06-03 13:19:00  GOVT BC COLLEGE GIRLS HOSTEL, CHEEPURUPALLI        | 2204-2501-004   | 10     
2026-06-03 13:19:00  GTW PM HOSTEL(GIRLS) G.L.PURAM                     | 2207-2403-041   | 10     
2026-06-03 13:19:00  GTW PM HOSTEL(BOYS) G.L.PURAM                      | 2207-2403-042   | 9      
2026-06-03 13:19:00  GTW ASHRAM SCHOOL(BOYS) PARVATHIPURAM              | 2209-2403-014   | 10     
2026-06-03 13:19:00  KGBV SANTHAKAVITY                                  | 28111001804     | 10     
2026-06-03 13:19:00  APTWRS(B),BHADRAGIRI                               | 28120207506     | 10     
2026-06-03 13:19:00  APTWRJC(G),BHADRAGIRI                              | 28120207612     | 10     
2026-06-03 13:19:00  EMRS(CO-EDU),KURUPAM                               | 28120305828     | 10     
2026-06-03 13:19:00  MJPAPBCWR School (boys), KARADA, BOBBILI, VZM      | 28121000903     | 10     
2026-06-03 13:19:00  APTWRJC(B),P.KONAVALASA                            | 28121200706     | 53     
2026-06-03 13:19:00  KGBVTERLAM                                         | 28121502410     | 10     
2026-06-03 13:19:00  KGBV M M DAM                                       | 28121601207     | 22     
2026-06-03 13:19:00  EMRS(CO-EDU),PADERU                                | 28131210114     | 10     
2026-06-03 13:19:00  EMRS(CO-EDU),KOYYURU                               | 28131210116     | 10     
2026-06-03 13:19:00  KGBV NATHAVARAM                                    | 28131601211     | 20     
2026-06-03 13:19:00  MJBCWREIS, Annavaram                               | 28132701304     | 10     
2026-06-03 13:19:00  APR SCHOOL(G), TUNI                                | 28140601612     | 20     
2026-06-03 13:19:00  APTWRS(G),BUTTAYYAGUDEM                            | 28150203103     | 10     
2026-06-03 13:19:00  MJBCWREIS Gopalapuram                              | 28150501529     | 20     
2026-06-03 13:19:00  APRS APPALARAJUGUDEM                               | 28150800404     | 40     
2026-06-03 13:19:00  APRS NAGIREDDYGUDEM                                | 28150902824     | 8      
2026-06-03 13:19:00  MJBCWREIS, Tadepalligudem                          | 28151800606     | 10     
2026-06-03 13:19:00  APTWRS(G),VISSANNAPETA                             | 28161400933     | 20     
2026-06-03 13:19:00  APRS VIJAYAWADA                                    | 28161791043     | 20     
2026-06-03 13:19:00  APRS MUSUNURU                                      | 28162501010     | 60     
2026-06-03 13:19:00  APRS MACHILIPATNAM                                 | 28163791212     | 11     
2026-06-03 13:19:00  APRJC  NIMMAKURU                                   | 28163901137     | 10     
2026-06-03 13:19:00  APRS NIMMAKURU                                     | 28163902606     | 10     
2026-06-03 13:19:00  APRJC  NAGARJUNA SAGAR                             | 28170100225     | 20     
2026-06-03 13:19:00  KGBV ATCHAMPET                                     | 28170700812     | 20     
2026-06-03 13:19:00  APRS THADIKONDA                                    | 28171300615     | 19     
2026-06-03 13:19:00  APRS GUNTUR (G)                                    | 28172691394     | 10     
2026-06-03 13:19:00  APTWRS(G),TENALI                                   | 28173291122     | 10     
2026-06-03 13:19:00  APRS CHILALURIPETA                                 | 28174590252     | 9      
2026-06-03 13:19:00  Govt. Residential School and Junior College for    | 28175701708     | 10     
2026-06-03 13:19:00  APTWRS(PTG-B),YERRAGONDAPALEM                      | 28180101718     | 10     
2026-06-03 13:19:00  APTWRS(B),YERRAGONDAPALEM                          | 28180101763     | 10     
2026-06-03 13:19:00  MJBCWREIS, Yerragondapalem                         | 28180101766     | 10     
2026-06-03 13:19:00  KGBV MARKAPUR                                      | 28180990461     | 10     
2026-06-03 13:19:00  KGBV-TARLUPADU                                     | 28181001415     | 10     
2026-06-03 13:19:00  KGBV TALLURU                                       | 28181500516     | 18     
2026-06-03 13:19:00  KGBV CHIRALA                                       | 28182390292     | 20     
2026-06-03 13:19:00  APTWRS(B),CHIMAKURTHY                              | 28182901249     | 75     
2026-06-03 13:19:00  KGBV  RACHARLA                                     | 28183501019     | 10     
2026-06-03 13:19:00  APRS SANTHANUTALAPAD                               | 28184300713     | 30     
2026-06-03 13:19:00  APRS AMMANABROLU                                   | 28184500810     | 10     
2026-06-03 13:19:00  KGBV. KBITRAGUNTA                                  | 28184902010     | 6      
2026-06-03 13:19:00  KGBV ULAVAPADU                                     | 28185500427     | 10     
2026-06-03 13:19:00  MJBCWREIS Kanigiri                                 | 28187100303     | 7      
2026-06-03 13:19:00  K.G.B.V.SCHOOL KAVALI                              | 28190501036     | 10     
2026-06-03 13:19:00  KGBV KALIGIRI                                      | 28190700622     | 30     
2026-06-03 13:19:00  EMRS(CO-EDU),KODAVALURU                            | 28191701107     | 20     
2026-06-03 13:19:00  APTWRS(B),KODAVALURU                               | 28191701114     | 10     
2026-06-03 13:19:00  APTWRS(G),RAPUR                                    | 28192303148     | 10     
2026-06-03 13:19:00  APBCWRS ,GOLAGAMUDI                                | 28193000910     | 10     
2026-06-03 13:19:00  MJPAPBCWRGudur                                     | 28193201409     | 29     
2026-06-03 13:19:00  APTWRS(B),GUDURUatCHENNURU                         | 28193290191     | 19     
2026-06-03 13:19:00  APRS VENKATAGIRI                                   | 28193504210     | 20     
2026-06-03 13:19:00  KGBV VENKATAGIRI                                   | 28193590532     | 10     
2026-06-03 13:19:00  MJPAPBCWR  Venkatagiri(B)                          | 28193590556     | 10     
2026-06-03 13:19:00  APRS CHELAMANCHENU                                 | 28193702205     | 125    
2026-06-03 13:19:00  EMRS(CO-EDU),OJILI                                 | 28193703508     | 10     
2026-06-03 13:19:00  MJBCWREIS, Kota                                    | 28193901220     | 50     
2026-06-03 13:19:00  APTWRS(G),KOTA                                     | 28193901242     | 10     
2026-06-03 13:19:00  MJBCWREIS, Doravarisatram                          | 28194401709     | 95     
2026-06-03 13:19:00  KGBV DORAVARISATRAM                                | 28194401713     | 24     
2026-06-03 13:19:00  KGBV TADA                                          | 28194601605     | 31     
2026-06-03 13:19:00  APRS MYLAVARAM                                     | 28200202406     | 10     
2026-06-03 13:19:00  KGBV KALASAPADU                                    | 28200901813     | 10     
2026-06-03 13:19:00  KGBV PORUMAMILLA                                   | 28201001239     | 20     
2026-06-03 13:19:00  KGBV KHAJIPET                                      | 28201300733     | 10     
2026-06-03 13:19:00  APTWRS(B),PULIVENDULA                              | 28202001494     | 10     
2026-06-03 13:19:00  APRS MUKKAVARI PALLI                               | 28204400910     | 10     
2026-06-03 13:19:00  KGBV PULLAMPET                                     | 28204500619     | 10     
2026-06-03 13:19:00  APTWRS(B),T.SUNDUPALLI                             | 28204600252     | 10     
2026-06-03 13:19:00  KGBV CHENNA REDDY NAGAR                            | 28204601311     | 10     
2026-06-03 13:19:00  APTWRS(G),RAYACHOTI                                | 28204991610     | 51     
2026-06-03 13:19:00  KGBVS VARIKUNTLA                                   | 28205102809     | 10     
2026-06-03 13:19:00  KGBV KOWTHALAM                                     | 28210102719     | 10     
2026-06-03 13:19:00  A.P MODEL SCHOOL NANDAVARAM                        | 28210401611     | 10     
2026-06-03 13:19:00  KGBV  C.BELAGAL BC COLONY                          | 28210500913     | 20     
2026-06-03 13:19:00  KGBV GUDUR                                         | 28210600629     | 20     
2026-06-03 13:19:00  KGBV PAGIDYALA                                     | 28210900914     | 10     
2026-06-03 13:19:00  APTWRS(G),BAIRLUTY                                 | 28211101203     | 10     
2026-06-03 13:19:00  MJBCWREIS, Srisailam                               | 28211290808     | 70     
2026-06-03 13:19:00  APTWRS(B),SRISAILAM                                | 28211290809     | 31     
2026-06-03 13:19:00  KGBV VELGODE                                       | 28211300533     | 8      
2026-06-03 13:19:00  KGBV  PAMULAPADU                                   | 28211400712     | 20     
2026-06-03 13:19:00  KGBV MIDTHUR                                       | 28211600414     | 10     
2026-06-03 13:19:00  KGBV  ORVAKAL                                      | 28211701111     | 11     
2026-06-03 13:19:00  A.P MODEL SCHOOL ORVAKAL                           | 28211701115     | 18     
2026-06-03 13:19:00  APRS KALVABUGGA                                    | 28211701707     | 40     
2026-06-03 13:19:00  KGBV LAKSHMIPURAM KALLUR                           | 28211800465     | 20     
2026-06-03 13:19:00  APRS KURNOOL (G)                                   | 28211800471     | 60     
2026-06-03 13:19:00  APTWRS(G),KURNOOL                                  | 28211890570     | 10     
2026-06-03 13:19:00  KGBV KODUMUR                                       | 28211900338     | 19     
2026-06-03 13:19:00  MJBCWREIS, Gorantla                                | 28211900906     | 30     
2026-06-03 13:19:00  APRS BANAVASI                                      | 28212101705     | 70     
2026-06-03 13:19:00  APRJC  BANAVASI                                    | 28212101708     | 10     
2026-06-03 13:19:00  APBCWRS ,AREKAL                                    | 28212391302     | 10     
2026-06-03 13:19:00  KGBVMINORITY ADONI                                 | 28212391337     | 10     
2026-06-03 13:19:00  KGBV HOLAGUNDA                                     | 28212401008     | 10     
2026-06-03 13:19:00  APTWRS(G),ALURU                                    | 28212501425     | 11     
2026-06-03 13:19:00  KGBV KRISHNAGIRI                                   | 28212800505     | 20     
2026-06-03 13:19:00  KGBV VELDURTHY                                     | 28212901034     | 20     
2026-06-03 13:19:00  MJBCWREIS, Veldurthy                               | 28212901039     | 28     
2026-06-03 13:19:00  APBCWRS ,NERAWADA                                  | 28213100905     | 20     
2026-06-03 13:19:00  A.P MODEL SCHOOL B.ATMAKUR                         | 28213300825     | 30     
2026-06-03 13:19:00  APBCW Residential School Kothapeta                 | 28214403609     | 10     
2026-06-03 13:19:00  AP MODEL SCHOOL OWK                                | 28214701025     | 10     
2026-06-03 13:19:00  APRS PATHIKONDA                                    | 28215100728     | 10     
2026-06-03 13:19:00  MJPAPBCWR School& Jr.College(B), Bhethamcherla     | 28217100352     | 20     
2026-06-03 13:19:00  MJPAPBCWR School& Jr.College(G), Dhone             | 28217100353     | 40     
2026-06-03 13:19:00  KGBV D.HIREHAL                                     | 28220100410     | 10     
2026-06-03 13:19:00  KGBV BOMMANAHAL                                    | 28220200506     | 9      
2026-06-03 13:19:00  KGBV VIDAPANAKA                                    | 28220300807     | 10     
2026-06-03 13:19:00  KGBV  VAJRAKARUR                                   | 28220400410     | 10     
2026-06-03 13:19:00  KGBV RAJAPURAM                                     | 28220600904     | 30     
2026-06-03 13:19:00  APTWURJC(B),GOLLALADODDI                           | 28220601103     | 30     
2026-06-03 13:19:00  APRS GOOTY                                         | 28220690323     | 20     
2026-06-03 13:19:00  KGBV YADIKI                                        | 28220800338     | 10     
2026-06-03 13:19:00  KGBV GEN TADIPATRI                                 | 28220902812     | 10     
2026-06-03 13:19:00  KGBV PEDDAPAPPUR                                   | 28221001307     | 30     
2026-06-03 13:19:00  MJBCWREIS Narsapuram @ Narpala                     | 28221101406     | 20     
2026-06-03 13:19:00  KGBV PAMIDI                                        | 28221202031     | 10     
2026-06-03 13:19:00  KGBV  GARLADINNE                                   | 28221301612     | 17     
2026-06-03 13:19:00  KGBV KUDAIR                                        | 28221400909     | 20     
2026-06-03 13:19:00  MJBCWREIS, Pennahobilum  @ Konakondla              | 28221591134     | 17     
2026-06-03 13:19:00  KGBV  URAVAKONDA                                   | 28221591148     | 10     
2026-06-03 13:19:00  APTWRS(G),URAVAKONDA                               | 28221591160     | 20     
2026-06-03 13:19:00  KGBV BELUGUPPA                                     | 28221600313     | 10     
2026-06-03 13:19:00  KGBV GUMMAGATTA                                    | 28221901107     | 10     
2026-06-03 13:19:00  KGBV SETTUR                                        | 28222100112     | 7      
2026-06-03 13:19:00  KGBV KUNDURPI                                      | 28222200716     | 40     
2026-06-03 13:19:00  KGBV KALYANDURG                                    | 28222301034     | 10     
2026-06-03 13:19:00  APRS ANANTAPUR                                     | 28222591338     | 20     
2026-06-03 13:19:00  APTWRS(G),ANANTHAPUR                               | 28222591557     | 30     
2026-06-03 13:19:00  APTWRS(B),B.K.SAMUDRAM                             | 28222601040     | 20     
2026-06-03 13:19:00  KGBV  NARPALA                                      | 28222700422     | 30     
2026-06-03 13:19:00  KGBV PUTLUR                                        | 28222800513     | 20     
2026-06-03 13:19:00  KGBV BATHALAPALLE                                  | 28223100417     | 10     
2026-06-03 13:19:00  APRS Kalayanadurgam                                | 28223400405     | 30     
2026-06-03 13:19:00  KGBV KAMBADUR                                      | 28223400919     | 40     
2026-06-03 13:19:00  APBCWRS ,PERURU                                    | 28223500114     | 40     
2026-06-03 13:19:00  APBCWRS ,NASANNAKOTA                               | 28223500513     | 10     
2026-06-03 13:19:00  MJBCWREIS, Regatapalli                             | 28223700809     | 20     
2026-06-03 13:19:00  KGBV SIVANAGAR DMM                                 | 28223790296     | 20     
2026-06-03 13:19:00  KGBV MUDIGUBBA ST                                  | 28223801523     | 10     
2026-06-03 13:19:00  KGBV  TALUPULA                                     | 28223900526     | 10     
2026-06-03 13:19:00  KGBV  N P IKUNTA                                   | 28224000412     | 20     
2026-06-03 13:19:00  KGBV  TANAKAL                                      | 28224100329     | 10     
2026-06-03 13:19:00  APTWRS(G),KADIRI                                   | 28224490736     | 9      
2026-06-03 13:19:00  KGBV AMADAGUR                                      | 28224500617     | 20     
2026-06-03 13:19:00  KGBV OBULADEVARACHERUVU                            | 28224600415     | 10     
2026-06-03 13:19:00  APTWRS(G),GORANTLA                                 | 28224801952     | 10     
2026-06-03 13:19:00  MJBCWREIS, Roddam                                  | 28225301128     | 10     
2026-06-03 13:19:00  APBCWRS ,TEKLODU                                   | 28225501305     | 10     
2026-06-03 13:19:00  APBCWRS ,LEPAKSHI                                  | 28225600316     | 40     
2026-06-03 13:19:00  KGBV PARIGI                                        | 28225800922     | 10     
2026-06-03 13:19:00  APRS KODIGENHALLI                                  | 28225801413     | 30     
2026-06-03 13:19:00  APRJC  KODIGENAHALLI                               | 28225801420     | 20     
2026-06-03 13:19:00  MJBCWREIS,Gundumala(B), Ananthapuramu              | 28225900925     | 10     
2026-06-03 13:19:00  KGBV GUDIBANDA                                     | 28226000617     | 10     
2026-06-03 13:19:00  MJBCWREIS,Gudibanda Ananthapuramu                  | 28226000622     | 40     
2026-06-03 13:19:00  KGBV AMARAPURAM                                    | 28226100321     | 10     
2026-06-03 13:19:00  KGBV ROLLA                                         | 28226300332     | 10     
2026-06-03 13:19:00  KGBV SIDDAVARAM PEDDAMANDYAMMANDAL                 | 28230100706     | 24     
2026-06-03 13:19:00  MJPBCWREIS, Thamballapalli                         | 28230200825     | 28     
2026-06-03 13:19:00  KGBV VAGALLA                                       | 28230900913     | 20     
2026-06-03 13:19:00  APTWRS(G),K.V.PALLI                                | 28230900917     | 10     
2026-06-03 13:19:00  APRS GYARAMPALLI.                                  | 28230902108     | 20     
2026-06-03 13:19:00  APTWRS(B),RENIGUNTA                                | 28231201902     | 24     
2026-06-03 13:19:00  APTWRS(B),SRIKALAHASTHI                            | 28231491120     | 20     
2026-06-03 13:19:00  APTWURJC(G),SRIKALAHASTHI                          | 28231491164     | 10     
2026-06-03 13:19:00  EMRS(CO-EDU),B.N.KHANDRIGA                         | 28231601515     | 20     
2026-06-03 13:19:00  MJBCWREIS, Satyaveedu(Fishermem)                   | 28231802003     | 49     
2026-06-03 13:19:00  MJBCWREIS, Ithepally                               | 28232802005     | 49     
2026-06-03 13:19:00  APBCWRS ,PILER                                     | 28233101177     | 10     
2026-06-03 13:19:00  APTWRS(B),PILERU                                   | 28233101183     | 9      
2026-06-03 13:19:00  MJPAPBCWRS GIRLS KALIKIRI                          | 28233201228     | 10     
2026-06-03 13:19:00  APRS VAYALPADU                                     | 28233301426     | 10     
2026-06-03 13:19:00  APTWRS(G),PUNGANUR                                 | 28233790884     | 10     
2026-06-03 13:19:00  MJPAPBCWREIS, Sodum                                | 28234000615     | 30     
2026-06-03 13:19:00  APRS CHITTOOR                                      | 28235400409     | 10     
2026-06-03 13:19:00  APTWRS(G),CHITTOOR                                 | 28235492001     | 10     
2026-06-03 13:19:00  KGBV GANGAVARAM                                    | 28235901420     | 40     
2026-06-03 13:19:00  APRS KAMMANAPALLE                                  | 28236101106     | 20     
2026-06-03 13:19:00  APTWRS(B),RARMAKUPPAM                              | 28236301202     | 49     
2026-06-03 13:19:00  KGBV RAMAKUPPAM                                    | 28236302205     | 40     
2026-06-03 13:19:00  KGBV GUDUPALLE                                     | 28236501605     | 10     
2026-06-03 13:19:00  APMS GUDUPALLI                                     | 28236501804     | 10     
2026-06-03 13:19:00  KGBV PARAMASAMUDRAM KUPPAMMANDAL                   | 28236601305     | 20     
2026-06-03 13:19:00  MJPAPBCWR Kuppam(B)                                | 28236690461     | 20     
2026-06-03 13:19:00  Residential School Principal Kuppam                | 28237101954     | 10     
2026-06-03 13:19:00  MJPAPBCWR PITHAPURAM(G)                            | 28347101366     | 10     
2026-06-03 13:19:00  APRDC  NAGARJUNA SAGAR                             | 52              | 10     
2026-06-03 13:19:00  S.W.R GDC,KALIKIRI                                 | gdc_kalikiri    | 30     
2026-06-03 13:19:00  SWR GOVT. DEGREE COLLEGE (G) KANCHIKACHERLA        | swrgdc_kanchi   | 10     
2026-06-03 13:19:00  ------------------------------------------------------------------------------

2026-06-03 13:19:00  [DRY RUN ACTIVE] The above records were NOT deleted. Set DRY_RUN=false in .env to delete.
