"id","session_id","user_id","dist_code","district","school_code","school_name","category","rating","rating_reason","original_message","translated_message","processed_at"
361917,"02aetak10g4nlk36gjhbchw1bbor4a9x","4217","755","NANDYAL","28210901006","Dr. B. R. Ambedkar Gurukulam,LAXMAPURAM","DRINKING_WATER_RATING",5,"Very satisfied","Very satisfied",NULL,"2026-04-22 21:49:33.805434"
361918,"02aetak10g4nlk36gjhbchw1bbor4a9x","4217","755","NANDYAL","28210901006","Dr. B. R. Ambedkar Gurukulam,LAXMAPURAM","HEALTHCARE_RATING",5,"Very satisfied","Very satisfied",NULL,"2026-04-22 21:49:33.805434"
361919,"02aetak10g4nlk36gjhbchw1bbor4a9x","4217","755","NANDYAL","28210901006","Dr. B. R. Ambedkar Gurukulam,LAXMAPURAM","DIET_MENU_RATING",5,"Very satisfied","Very satisfied",NULL,"2026-04-22 21:49:33.805434"
361920,"02aetak10g4nlk36gjhbchw1bbor4a9x","4217","755","NANDYAL","28210901006","Dr. B. R. Ambedkar Gurukulam,LAXMAPURAM","SAFETY_MEASURES_RATING",5,"Very satisfied","Very satisfied",NULL,"2026-04-22 21:49:33.805434"
361921,"02aetak10g4nlk36gjhbchw1bbor4a9x","4217","755","NANDYAL","28210901006","Dr. B. R. Ambedkar Gurukulam,LAXMAPURAM","EXTRACURRICULAR_RATING",5,"Very satisfied","Very satisfied",NULL,"2026-04-22 21:49:33.805434"
361922,"02aetak10g4nlk36gjhbchw1bbor4a9x","4217","755","NANDYAL","28210901006","Dr. B. R. Ambedkar Gurukulam,LAXMAPURAM","OVERALL_SATISFACTION_RATING",5,"Very satisfied","Very satisfied",NULL,"2026-04-22 21:49:33.805434"
361936,"02dj4u5slxfapoy9k4ebft6uuhpvyfzk","3651","505","EAST GODAVARI","28151690341","Dr. B. R. Ambedkar Gurukulam/JC,KOVVURU (BCRS)","TEACHER_COMMUNICATION_RATING",NULL,"Gaining knowledge","Gaining knowledge","Gaining knowledge","2026-04-22 21:49:33.805434"
361937,"02dj4u5slxfapoy9k4ebft6uuhpvyfzk","3651","505","EAST GODAVARI","28151690341","Dr. B. R. Ambedkar Gurukulam/JC,KOVVURU (BCRS)","DRINKING_WATER_RATING",5,"anytime in freshwater","5 any time in freshwater","5 anytime in freshwater","2026-04-22 21:49:33.805434"
361938,"02dj4u5slxfapoy9k4ebft6uuhpvyfzk","3651","505","EAST GODAVARI","28151690341","Dr. B. R. Ambedkar Gurukulam/JC,KOVVURU (BCRS)","HEALTHCARE_RATING",5,"anytime checking doctors","5 any time checking doctors","5 anytime checking doctors","2026-04-22 21:49:33.805434"
361939,"02dj4u5slxfapoy9k4ebft6uuhpvyfzk","3651","505","EAST GODAVARI","28151690341","Dr. B. R. Ambedkar Gurukulam/JC,KOVVURU (BCRS)","DIET_MENU_RATING",5,"anytime healthy 🥝🥑","5 anytime healthy 🥝🥑","5 anytime healthy 🥝🥑","2026-04-22 21:49:33.805434"
361940,"02dj4u5slxfapoy9k4ebft6uuhpvyfzk","3651","505","EAST GODAVARI","28151690341","Dr. B. R. Ambedkar Gurukulam/JC,KOVVURU (BCRS)","SAFETY_MEASURES_RATING",3,"safe zoon","12345 safe zoon","12345 safe zoon","2026-04-22 21:49:33.805434"
361941,"02dj4u5slxfapoy9k4ebft6uuhpvyfzk","3651","505","EAST GODAVARI","28151690341","Dr. B. R. Ambedkar Gurukulam/JC,KOVVURU (BCRS)","EXTRACURRICULAR_RATING",3,"healthy and strong","12345 healthy and strong","12345 healthy and strong","2026-04-22 21:49:33.805434"
361942,"02dj4u5slxfapoy9k4ebft6uuhpvyfzk","3651","505","EAST GODAVARI","28151690341","Dr. B. R. Ambedkar Gurukulam/JC,KOVVURU (BCRS)","OVERALL_SATISFACTION_RATING",NULL,"12345life time samtrupthi","12345life time samtrupthi","12345life time samtrupthi","2026-04-22 21:49:33.805434"
361983,"02w7esfucx8ues398no6kx6ueo6nnghb","1920","505","EAST GODAVARI","28142990336","Dr. B. R. Ambedkar Gurukulam,RAJAHMUNDRY","EDUCATION_QUALITY_RATING",4,"⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐","2026-04-22 21:49:33.805434"
361984,"02w7esfucx8ues398no6kx6ueo6nnghb","1920","505","EAST GODAVARI","28142990336","Dr. B. R. Ambedkar Gurukulam,RAJAHMUNDRY","PRINCIPAL_SATISFACTION",4,"⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐","2026-04-22 21:49:33.805434"
361985,"02w7esfucx8ues398no6kx6ueo6nnghb","1920","505","EAST GODAVARI","28142990336","Dr. B. R. Ambedkar Gurukulam,RAJAHMUNDRY","CARETAKER_SATISFACTION",4,"⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐","2026-04-22 21:49:33.805434"
361986,"02w7esfucx8ues398no6kx6ueo6nnghb","1920","505","EAST GODAVARI","28142990336","Dr. B. R. Ambedkar Gurukulam,RAJAHMUNDRY","TEACHER_COMMUNICATION_RATING",4,"⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐","2026-04-22 21:49:33.805434"
361987,"02w7esfucx8ues398no6kx6ueo6nnghb","1920","505","EAST GODAVARI","28142990336","Dr. B. R. Ambedkar Gurukulam,RAJAHMUNDRY","DRINKING_WATER_RATING",4,"⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐","2026-04-22 21:49:33.805434"
361988,"02w7esfucx8ues398no6kx6ueo6nnghb","1920","505","EAST GODAVARI","28142990336","Dr. B. R. Ambedkar Gurukulam,RAJAHMUNDRY","HEALTHCARE_RATING",4,"⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐","2026-04-22 21:49:33.805434"
361989,"02w7esfucx8ues398no6kx6ueo6nnghb","1920","505","EAST GODAVARI","28142990336","Dr. B. R. Ambedkar Gurukulam,RAJAHMUNDRY","DIET_MENU_RATING",4,"⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐","2026-04-22 21:49:33.805434"
361990,"02w7esfucx8ues398no6kx6ueo6nnghb","1920","505","EAST GODAVARI","28142990336","Dr. B. R. Ambedkar Gurukulam,RAJAHMUNDRY","SAFETY_MEASURES_RATING",4,"⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐","2026-04-22 21:49:33.805434"
361991,"02w7esfucx8ues398no6kx6ueo6nnghb","1920","505","EAST GODAVARI","28142990336","Dr. B. R. Ambedkar Gurukulam,RAJAHMUNDRY","EXTRACURRICULAR_RATING",4,"⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐","2026-04-22 21:49:33.805434"
361992,"02w7esfucx8ues398no6kx6ueo6nnghb","1920","505","EAST GODAVARI","28142990336","Dr. B. R. Ambedkar Gurukulam,RAJAHMUNDRY","OVERALL_SATISFACTION_RATING",4,"⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐","⭐⭐⭐⭐⭐","2026-04-22 21:49:33.805434"
362032,"03pajy7744hbjv5j2ge4v3d3yk31dywb","6",NULL,NULL,NULL,NULL,"EDUCATION_QUALITY_RATING",4,"ఐ యాం శాటిరిఫైడ్","ఐ యాం శాటిరిఫైడ్",NULL,"2026-04-22 21:49:33.805434"
362033,"03pajy7744hbjv5j2ge4v3d3yk31dywb","6",NULL,NULL,NULL,NULL,"PRINCIPAL_SATISFACTION",5,"Yes","Yes",NULL,"2026-04-22 21:49:33.805434"
362034,"03pajy7744hbjv5j2ge4v3d3yk31dywb","6",NULL,NULL,NULL,NULL,"CARETAKER_SATISFACTION",4,"వైయస్","వైయస్",NULL,"2026-04-22 21:49:33.805434"
362035,"03pajy7744hbjv5j2ge4v3d3yk31dywb","6",NULL,NULL,NULL,NULL,"TEACHER_COMMUNICATION_RATING",4,"ఎవరు టీచర్ వెరీ గుడ్ టీచింగ్","ఎవరు టీచర్ వెరీ గుడ్ టీచింగ్",NULL,"2026-04-22 21:49:33.805434"
362036,"03pajy7744hbjv5j2ge4v3d3yk31dywb","6",NULL,NULL,NULL,NULL,"DRINKING_WATER_RATING",4,"డ్రింకింగ్ వాటర్ వెరీ సూపర్","డ్రింకింగ్ వాటర్ వెరీ సూపర్",NULL,"2026-04-22 21:49:33.805434"
362037,"03pajy7744hbjv5j2ge4v3d3yk31dywb","6",NULL,NULL,NULL,NULL,"HEALTHCARE_RATING",4,"Iam satisified","Iam satisified",NULL,"2026-04-22 21:49:33.805434"
362038,"03pajy7744hbjv5j2ge4v3d3yk31dywb","6",NULL,NULL,NULL,NULL,"DIET_MENU_RATING",NULL,"Yes the diet menu is very healthy to child","Yes the diet menu is very healthy to child",NULL,"2026-04-22 21:49:33.805434"
362039,"03pajy7744hbjv5j2ge4v3d3yk31dywb","6",NULL,NULL,NULL,NULL,"SAFETY_MEASURES_RATING",5,"Yes","Yes",NULL,"2026-04-22 21:49:33.805434"
362040,"03pajy7744hbjv5j2ge4v3d3yk31dywb","6",NULL,NULL,NULL,NULL,"EXTRACURRICULAR_RATING",5,"Yes","Yes",NULL,"2026-04-22 21:49:33.805434"
362041,"03pajy7744hbjv5j2ge4v3d3yk31dywb","6",NULL,NULL,NULL,NULL,"OVERALL_SATISFACTION_RATING",5,"Very good facilties","Very good facilties",NULL,"2026-04-22 21:49:33.805434"
362102,"042cumwx4anacs8trniz80gyw1v97ejl","10704","752","TIRUPATI","28193800106","Dr. B. R. Ambedkar Gurukulam/JC,CHILLAKUR","PRINCIPAL_SATISFACTION",NULL,"Speed ​​up","Speed up","Speed ​​up","2026-04-22 21:49:33.805434"
362275,"05g2wi449y4biets4i9g03vl98k0teuv","6",NULL,NULL,NULL,NULL,"SAFETY_MEASURES_RATING",5,"Very Satisfied","Very Satisfied",NULL,"2026-04-22 21:49:33.805434"
362144,"04ahwdgowppibj693na6wpt2s135ndr2","13308","750","BAPATLA","30729000000","Dr. B. R. Ambedkar Gurukulam NARASAYAPALEM","HEALTHCARE_RATING",5,"healthcare facilities are good","5 healthcare facilities are good",NULL,"2026-04-22 21:49:33.805434"
362147,"04ahwdgowppibj693na6wpt2s135ndr2","13308","750","BAPATLA","30729000000","Dr. B. R. Ambedkar Gurukulam NARASAYAPALEM","EXTRACURRICULAR_RATING",5,"extracurricular activities are good","5 extracurricular activities are good",NULL,"2026-04-22 21:49:33.805434"
362148,"04ahwdgowppibj693na6wpt2s135ndr2","13308","750","BAPATLA","30729000000","Dr. B. R. Ambedkar Gurukulam NARASAYAPALEM","OVERALL_SATISFACTION_RATING",5,"overall facilities are  good","5 overall facilities are  good",NULL,"2026-04-22 21:49:33.805434"
362276,"05g2wi449y4biets4i9g03vl98k0teuv","6",NULL,NULL,NULL,NULL,"EXTRACURRICULAR_RATING",5,"Very Satisfied","Very Satisfied",NULL,"2026-04-22 21:49:33.805434"
362173,"04hwxrizppbt0bloxguwo90oepn4frlk","6017","504","Y.S.R.","28203190346","Dr. B. R. Ambedkar Gurukulam/JC,CHINNACHOWK","DRINKING_WATER_RATING",1,"No water fasetelus","1 No water fasetelus",NULL,"2026-04-22 21:49:33.805434"
362203,"04rv7pko8vxiefa2w75l9xn04rgabhbb","9748","511","KURNOOL","28210500908","Dr. B. R. Ambedkar Gurukulam/JC,C BELGAL","DRINKING_WATER_RATING",4,"We are very satisfied with our children's progress.","మేము మా పిల్లల పురోగతి పట్ల చాలా సంతృప్తిగా ఉన్నాను","We are very satisfied with our children's progress.","2026-04-22 21:49:33.805434"
362204,"04rv7pko8vxiefa2w75l9xn04rgabhbb","9748","511","KURNOOL","28210500908","Dr. B. R. Ambedkar Gurukulam/JC,C BELGAL","HEALTHCARE_RATING",5,",5",",5",",5","2026-04-22 21:49:33.805434"
362205,"04rv7pko8vxiefa2w75l9xn04rgabhbb","9748","511","KURNOOL","28210500908","Dr. B. R. Ambedkar Gurukulam/JC,C BELGAL","DIET_MENU_RATING",4,"I am very satisfied. I am very satisfied.","చాలా సంతృప్తిగా ఉన్నాను చాలా సంతృప్తిగా ఉన్నాను","I am very satisfied. I am very satisfied.","2026-04-22 21:49:33.805434"
362208,"04rv7pko8vxiefa2w75l9xn04rgabhbb","9748","511","KURNOOL","28210500908","Dr. B. R. Ambedkar Gurukulam/JC,C BELGAL","OVERALL_SATISFACTION_RATING",5,",5",",5",",5","2026-04-22 21:49:33.805434"
362248,"0537cuvafydn56fx7ewax62g1cxg7ucp","4802","503","CHITTOOR","28235491821","Dr. B. R. Ambedkar Gurukulam/JC,CHITTOOR","EDUCATION_QUALITY_RATING",5,"I'm very happy the education from government is very good which leads to my child talk in English and she good at every subjects and she know how we talk with others like friendly, respectfully, politely etc,,","5 I'm very happy the education from government is very good which leads to my child talk in English and she good at every subjects and she know how we talk with others like friendly, respectfully, politely etc,,",NULL,"2026-04-22 21:49:33.805434"
362249,"0537cuvafydn56fx7ewax62g1cxg7ucp","4802","503","CHITTOOR","28235491821","Dr. B. R. Ambedkar Gurukulam/JC,CHITTOOR","PRINCIPAL_SATISFACTION",5,",yes the principal working way is very good to us","5 ,yes the principal working way is very good to us",NULL,"2026-04-22 21:49:33.805434"
362250,"0537cuvafydn56fx7ewax62g1cxg7ucp","4802","503","CHITTOOR","28235491821","Dr. B. R. Ambedkar Gurukulam/JC,CHITTOOR","CARETAKER_SATISFACTION",5,"the caretaker working is very good,the menu is very good","5 the caretaker working is very good,the menu is very good",NULL,"2026-04-22 21:49:33.805434"
362255,"0537cuvafydn56fx7ewax62g1cxg7ucp","4802","503","CHITTOOR","28235491821","Dr. B. R. Ambedkar Gurukulam/JC,CHITTOOR","SAFETY_MEASURES_RATING",5,"yes","5 yes",NULL,"2026-04-22 21:49:33.805434"
362268,"05g2wi449y4biets4i9g03vl98k0teuv","6",NULL,NULL,NULL,NULL,"EDUCATION_QUALITY_RATING",5,"Very Satisfied","Very Satisfied",NULL,"2026-04-22 21:49:33.805434"
362269,"05g2wi449y4biets4i9g03vl98k0teuv","6",NULL,NULL,NULL,NULL,"PRINCIPAL_SATISFACTION",5,"Very Satisfied","Very Satisfied",NULL,"2026-04-22 21:49:33.805434"
362270,"05g2wi449y4biets4i9g03vl98k0teuv","6",NULL,NULL,NULL,NULL,"CARETAKER_SATISFACTION",5,"Very Satisfied","Very Satisfied",NULL,"2026-04-22 21:49:33.805434"
362271,"05g2wi449y4biets4i9g03vl98k0teuv","6",NULL,NULL,NULL,NULL,"TEACHER_COMMUNICATION_RATING",5,"Very Satisfied","Very Satisfied",NULL,"2026-04-22 21:49:33.805434"
362272,"05g2wi449y4biets4i9g03vl98k0teuv","6",NULL,NULL,NULL,NULL,"DRINKING_WATER_RATING",5,"Very Satisfied","Very Satisfied",NULL,"2026-04-22 21:49:33.805434"
362273,"05g2wi449y4biets4i9g03vl98k0teuv","6",NULL,NULL,NULL,NULL,"HEALTHCARE_RATING",5,"Very Satisfied","Very Satisfied",NULL,"2026-04-22 21:49:33.805434"
362274,"05g2wi449y4biets4i9g03vl98k0teuv","6",NULL,NULL,NULL,NULL,"DIET_MENU_RATING",5,"Very Satisfied","Very Satisfied",NULL,"2026-04-22 21:49:33.805434"
362277,"05g2wi449y4biets4i9g03vl98k0teuv","6",NULL,NULL,NULL,NULL,"OVERALL_SATISFACTION_RATING",5,"Very Satisfied","Very Satisfied",NULL,"2026-04-22 21:49:33.805434"
362358,"06g8m5liu8pet2mo4hfo42zpur31wb3y","1779","504","Y.S.R.","nabard006","New Nabard School B. Matham","EDUCATION_QUALITY_RATING",5,"Yes","అవును","Yes","2026-04-22 21:49:33.805434"
362368,"06j53ywvtazujxrx8etncsst96cch49f","5940","504","Y.S.R.","28203190346","Dr. B. R. Ambedkar Gurukulam/JC,CHINNACHOWK","EDUCATION_QUALITY_RATING",4,"Good","Good","Good","2026-04-22 21:49:33.805434"
362369,"06j53ywvtazujxrx8etncsst96cch49f","5940","504","Y.S.R.","28203190346","Dr. B. R. Ambedkar Gurukulam/JC,CHINNACHOWK","PRINCIPAL_SATISFACTION",4,"Good","Good","Good","2026-04-22 21:49:33.805434"
362370,"06j53ywvtazujxrx8etncsst96cch49f","5940","504","Y.S.R.","28203190346","Dr. B. R. Ambedkar Gurukulam/JC,CHINNACHOWK","CARETAKER_SATISFACTION",4,"Good","Good","Good","2026-04-22 21:49:33.805434"
362371,"06j53ywvtazujxrx8etncsst96cch49f","5940","504","Y.S.R.","28203190346","Dr. B. R. Ambedkar Gurukulam/JC,CHINNACHOWK","TEACHER_COMMUNICATION_RATING",4,"Good","Good","Good","2026-04-22 21:49:33.805434"
362372,"06j53ywvtazujxrx8etncsst96cch49f","5940","504","Y.S.R.","28203190346","Dr. B. R. Ambedkar Gurukulam/JC,CHINNACHOWK","DRINKING_WATER_RATING",4,"Good","Good","Good","2026-04-22 21:49:33.805434"
362373,"06j53ywvtazujxrx8etncsst96cch49f","5940","504","Y.S.R.","28203190346","Dr. B. R. Ambedkar Gurukulam/JC,CHINNACHOWK","HEALTHCARE_RATING",4,"Good","Good","Good","2026-04-22 21:49:33.805434"
362374,"06j53ywvtazujxrx8etncsst96cch49f","5940","504","Y.S.R.","28203190346","Dr. B. R. Ambedkar Gurukulam/JC,CHINNACHOWK","DIET_MENU_RATING",4,"Good morning","Good morning","Good morning","2026-04-22 21:49:33.805434"
362375,"06j53ywvtazujxrx8etncsst96cch49f","5940","504","Y.S.R.","28203190346","Dr. B. R. Ambedkar Gurukulam/JC,CHINNACHOWK","SAFETY_MEASURES_RATING",4,"Good","Good","Good","2026-04-22 21:49:33.805434"
362376,"06j53ywvtazujxrx8etncsst96cch49f","5940","504","Y.S.R.","28203190346","Dr. B. R. Ambedkar Gurukulam/JC,CHINNACHOWK","EXTRACURRICULAR_RATING",4,"Good","Good","Good","2026-04-22 21:49:33.805434"
362377,"06j53ywvtazujxrx8etncsst96cch49f","5940","504","Y.S.R.","28203190346","Dr. B. R. Ambedkar Gurukulam/JC,CHINNACHOWK","OVERALL_SATISFACTION_RATING",4,"Good","Good","Good","2026-04-22 21:49:33.805434"
362418,"072uno0tnd87bvvtd7iym8x3z1sp95qe","6187","520","VISAKHAPATANAM","28132800334","Dr. B. R. Ambedkar Gurukulam/JC,SCH_EXCL_VISAKHAPATNAM","EDUCATION_QUALITY_RATING",5,"start rating","5 start rating",NULL,"2026-04-22 21:49:33.805434"
362419,"072uno0tnd87bvvtd7iym8x3z1sp95qe","6187","520","VISAKHAPATANAM","28132800334","Dr. B. R. Ambedkar Gurukulam/JC,SCH_EXCL_VISAKHAPATNAM","PRINCIPAL_SATISFACTION",5,"start rating","5 start rating",NULL,"2026-04-22 21:49:33.805434"
362420,"072uno0tnd87bvvtd7iym8x3z1sp95qe","6187","520","VISAKHAPATANAM","28132800334","Dr. B. R. Ambedkar Gurukulam/JC,SCH_EXCL_VISAKHAPATNAM","CARETAKER_SATISFACTION",5,"start rating","5 start rating",NULL,"2026-04-22 21:49:33.805434"
362421,"072uno0tnd87bvvtd7iym8x3z1sp95qe","6187","520","VISAKHAPATANAM","28132800334","Dr. B. R. Ambedkar Gurukulam/JC,SCH_EXCL_VISAKHAPATNAM","TEACHER_COMMUNICATION_RATING",5,"rating","5 rating",NULL,"2026-04-22 21:49:33.805434"
362422,"072uno0tnd87bvvtd7iym8x3z1sp95qe","6187","520","VISAKHAPATANAM","28132800334","Dr. B. R. Ambedkar Gurukulam/JC,SCH_EXCL_VISAKHAPATNAM","DRINKING_WATER_RATING",5,"start rating","5 start rating",NULL,"2026-04-22 21:49:33.805434"
362423,"072uno0tnd87bvvtd7iym8x3z1sp95qe","6187","520","VISAKHAPATANAM","28132800334","Dr. B. R. Ambedkar Gurukulam/JC,SCH_EXCL_VISAKHAPATNAM","HEALTHCARE_RATING",5,"start rating","5 start rating",NULL,"2026-04-22 21:49:33.805434"
362424,"072uno0tnd87bvvtd7iym8x3z1sp95qe","6187","520","VISAKHAPATANAM","28132800334","Dr. B. R. Ambedkar Gurukulam/JC,SCH_EXCL_VISAKHAPATNAM","DIET_MENU_RATING",5,"start rating","5 start rating",NULL,"2026-04-22 21:49:33.805434"
362449,"07iwtf5356fjmytgdvjr52j2mcku0dfn","12677","515","SPSR NELLORE","28192001408","Dr. B. R. Ambedkar Gurukulam,ADURUPALLI","EDUCATION_QUALITY_RATING",2,"Father","Father",NULL,"2026-04-22 21:49:33.805434"
362513,"08704670s1jpq8s4pbqb7f17d8sezu7t","12245","511","KURNOOL","28210500908","Dr. B. R. Ambedkar Gurukulam/JC,C BELGAL","HEALTHCARE_RATING",5,"My rating is 5 it's number one school","మై రేటింగ్ ఇస్ 5  ఇట్స్  నెంబర్ వన్  స్కూల్","My rating is 5 it's number one school","2026-04-22 21:49:33.805434"
362514,"08704670s1jpq8s4pbqb7f17d8sezu7t","12245","511","KURNOOL","28210500908","Dr. B. R. Ambedkar Gurukulam/JC,C BELGAL","DIET_MENU_RATING",5,"Nice and Neat Food","5 నైస్ అండ్ నీట్ ఫుడ్","5 Nice and Neat Food","2026-04-22 21:49:33.805434"
362515,"08704670s1jpq8s4pbqb7f17d8sezu7t","12245","511","KURNOOL","28210500908","Dr. B. R. Ambedkar Gurukulam/JC,C BELGAL","SAFETY_MEASURES_RATING",1,"Its Number One Security","5ఇట్స్ నెంబర్ వన్ సెక్యూరిటీ","5Its Number One Security","2026-04-22 21:49:33.805434"
362516,"08704670s1jpq8s4pbqb7f17d8sezu7t","12245","511","KURNOOL","28210500908","Dr. B. R. Ambedkar Gurukulam/JC,C BELGAL","EXTRACURRICULAR_RATING",5,"yes","5  yes","5 yes","2026-04-22 21:49:33.805434"
362517,"08704670s1jpq8s4pbqb7f17d8sezu7t","12245","511","KURNOOL","28210500908","Dr. B. R. Ambedkar Gurukulam/JC,C BELGAL","OVERALL_SATISFACTION_RATING",5,"We are happy.","5 మేము హ్యాపీగ ఉన్నాము","5 We are happy.","2026-04-22 21:49:33.805434"
362617,"08v1fy99t68nhgtxsf4vact3c5gjpu7k","4044","502","ANANTAPUR","28220600903","Dr. B. R. Ambedkar Gurukulam/JC,GOOTY (DPIP)","EDUCATION_QUALITY_RATING",5,"Yes","Yes","Yes","2026-04-22 21:49:33.805434"
362618,"08v1fy99t68nhgtxsf4vact3c5gjpu7k","4044","502","ANANTAPUR","28220600903","Dr. B. R. Ambedkar Gurukulam/JC,GOOTY (DPIP)","PRINCIPAL_SATISFACTION",5,"Yes","Yes","Yes","2026-04-22 21:49:33.805434"
362619,"08v1fy99t68nhgtxsf4vact3c5gjpu7k","4044","502","ANANTAPUR","28220600903","Dr. B. R. Ambedkar Gurukulam/JC,GOOTY (DPIP)","CARETAKER_SATISFACTION",5,"Yes","Yes","Yes","2026-04-22 21:49:33.805434"
362620,"08v1fy99t68nhgtxsf4vact3c5gjpu7k","4044","502","ANANTAPUR","28220600903","Dr. B. R. Ambedkar Gurukulam/JC,GOOTY (DPIP)","TEACHER_COMMUNICATION_RATING",5,"Yes","Yes","Yes","2026-04-22 21:49:33.805434"
362621,"08v1fy99t68nhgtxsf4vact3c5gjpu7k","4044","502","ANANTAPUR","28220600903","Dr. B. R. Ambedkar Gurukulam/JC,GOOTY (DPIP)","DRINKING_WATER_RATING",5,"Yes","Yes","Yes","2026-04-22 21:49:33.805434"
362622,"08v1fy99t68nhgtxsf4vact3c5gjpu7k","4044","502","ANANTAPUR","28220600903","Dr. B. R. Ambedkar Gurukulam/JC,GOOTY (DPIP)","HEALTHCARE_RATING",5,"Yes","Yes","Yes","2026-04-22 21:49:33.805434"
362623,"08v1fy99t68nhgtxsf4vact3c5gjpu7k","4044","502","ANANTAPUR","28220600903","Dr. B. R. Ambedkar Gurukulam/JC,GOOTY (DPIP)","DIET_MENU_RATING",5,"Yes","Yes","Yes","2026-04-22 21:49:33.805434"
362624,"08v1fy99t68nhgtxsf4vact3c5gjpu7k","4044","502","ANANTAPUR","28220600903","Dr. B. R. Ambedkar Gurukulam/JC,GOOTY (DPIP)","SAFETY_MEASURES_RATING",5,"Yes","Yes","Yes","2026-04-22 21:49:33.805434"
